"CTRL_0"	"CTRL_1"	"CTRL_2"	"CTRL_3"	"CTRL_4"	"CTRL_5"	"CTRL_6"	"CTRL_7"	"CTRL_8"	"LUTS_0"	"LUTS_1"	"LUTS_2"	"LUTS_3"	"LUTS_4"	"LUTS_5"	"LUTS_6"	"LUTS_7"	"LUTS_8"
"ACOT2"	127.152	4.20728	0	50.7041	76.3376	40.3512	0.973787	109.317	107.1	365.35	0	342.036	0	249.595	141.885	142.075	134.638	1.82758
"ACOT4"	0	219.48	0	0	2.41575	0	0	5.04538	0	0	0	0	0	0	30.586	171.326	17.0969	0
"ACOT6"	0	0	0	0	0	0	0	1.68179	0	0	0	0	0	0	0	0	0	0
"ACOT7"	0	46.2801	0	0	193.743	4.48347	24.3447	66.4309	0	1.17287	0	0	0	0	63.0836	100.985	56.6334	1484
"ACOT8"	11.9673	45.5789	0	5.91548	0	0	0	165.657	163.235	148.368	69.0102	0	793.419	0	87.2974	0.696447	0	0
"ACOT9"	468.968	635.299	0	572.957	673.993	1106.52	0.973787	641.605	544.364	924.81	1160.77	1027.55	885.735	519.23	963.033	221.47	584.5	259.517
"ACOX1"	1226.65	3943.62	59.6209	605.914	1289.04	900.28	3597.17	1631.34	2474.38	1675.45	1321.44	2149.94	1040.43	2623.48	1096	4126.45	1894.55	2081.62
"ACOX2"	223.639	12.6218	0	157.183	0	9.86363	0	7.56808	152.156	39.8777	0	0	0	0	10.6201	0	0	0
"ACOX3"	0	274.174	5922.34	138.591	124.652	90.566	0	95.0214	161.758	0	66.3145	1064.91	0	0	87.9347	239.578	256.453	63.9654
"ACOXL"	0	9.11577	49.6841	0	9.17983	0	0	44.5676	82.7256	0	0	0	0	0	0	3.48224	221.191	0
"ACP1"	454.009	232.102	1.98736	298.309	357.047	22.4173	4309.98	134.123	557.659	663.259	99.7413	1.43713	706.093	0	432.452	34.8224	548.169	0
"ACP2"	1011.24	391.978	3.97473	1649.57	1155.21	608.855	0.973787	232.929	448.343	1465.5	543.455	1.43713	723.558	0	1224.71	156.004	174.174	27.4137
"ACP5"	776.377	411.612	4821.34	1167.89	3132.74	1823.87	39.9253	965.771	2478.81	5415.15	1588.85	984.431	259.483	287.854	3345.13	107.949	1282.27	5.48275
"ACP6"	0	8.41456	0	0	0	0	1428.55	15.5566	56.8739	130.189	7.00885	0	0	0	3.39844	0	64.1133	0
"ACPP"	20.9427	403.899	6172.75	385.351	341.103	206.239	1767.42	207.702	152.895	5.86436	15.096	1.43713	329.344	1464.78	93.6695	273.704	443.45	3.65516
"ACPT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACR"	0	0	0	0	0	16.1405	0	0	0	0	0	0	0	0	0	0	0	0
"ACRBP"	3.73977	320.454	0	78.5914	125.619	1.79339	0	122.351	216.416	0	195.169	0	2.49503	0	28.8867	0	0	0
"ACRC"	398.66	0	749.236	19.4366	52.6633	0	0	7.56808	0	0	7.00885	0	0	0	7.64649	0.696447	8.54844	0
"ACRV1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACSBG1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACSBG2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACSF2"	10.4714	159.175	512.74	69.2957	67.6409	101.326	36.0301	265.724	275.506	672.056	166.056	0	611.282	0	110.449	265.346	418.874	0
"ACSF3"	17.203	0	747.248	103.943	400.531	0	0	63.9082	111.532	0	31.8094	48.8623	0	0	132.114	162.969	162.42	498.93
"ACSL1"	8435.44	6693.78	8273.39	13359.7	6330.22	6606.84	10577.3	10657.1	7279.12	5924.77	12971.8	7497.49	9900.27	4317.81	8056.64	4402.24	13717	13069
"ACSL3"	699.338	1187.15	3479.87	1348.73	1008.82	557.743	509.29	1203.74	1342.08	991.077	831.896	2354.01	2307.9	2794.73	1512.94	1445.82	1892.41	2244.27
"ACSL4"	2891.59	1867.33	9.93681	3070.14	3472.39	3789.43	3380.99	2111.07	1232.02	2589.12	2819.71	1128.14	406.689	2173.48	3088.12	662.321	1595.35	12021.8
"ACSL5"	1400.17	164.785	0	1265.07	833.915	928.974	99.3262	994.361	337.55	839.777	1804.51	0	2148.22	393.522	1544.17	1349.02	1041.84	890.033
"ACSL6"	12.7152	7.01213	9.93681	5.07041	4.34834	1.79339	1.94757	2.52269	19.9428	14.0745	72.7842	1.43713	12.4751	271.457	17.6294	7.66092	23.5082	1.82758
"ACSM1"	0	139.541	0	0	0	0	0	0	0	0	0	0	0	0	5.94727	0	0	0
"ACSM2A"	59.8364	267.162	0	0	0	0	0	0	64.9987	0	0	0	47.4055	0	14.0186	0.696447	159.215	3640.54
"ACSM2B"	65.0721	183.718	1909.86	0	7.73039	0	0	0	25.1131	0.586436	0	1.43713	24.9503	437.246	16.9922	2.08934	75.8674	1.82758
"ACSM3"	0	0	234.509	43.0985	0	0.896693	0	7.56808	0	0	0	0	2.49503	0	19.9658	0	252.179	303.379
"ACSM4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACSM5"	0	0	0	0	9.17983	0	0	26.9087	89.3732	0	0	0	0	1373.68	0.84961	0	57.702	0
"ACSM6"	0	0	0	0	0	68.1487	0	0	0	0	0	0	0	0	0	0	0	0
"ACSS1"	6.73159	2.10364	0	142.817	226.114	45.7314	608.617	98.8054	421.753	384.702	219.431	14.3713	538.926	1610.52	129.353	34.1259	265.002	0
"ACSS2"	5.23568	405.301	1.98736	59.9999	220.799	19.7273	705.022	303.143	230.45	133.707	147.186	0	0	0	250.635	324.544	183.791	0
"ACSS3"	0	114.999	0	0	0	0	177.229	39.1017	146.247	0	0	1580.84	494.015	0	0	5.57158	2.13711	0
"ACTA1"	0	0	0	49.014	0	121.054	0	5.04538	0.738622	0.586436	24.8005	314.731	9.98011	0	4.03565	2.78579	1.06856	0
"ACTA2"	91.2505	1.40243	0	0	0	3.58677	0	35.7381	0	154.233	86.2627	0	0	0	20.1782	0.696447	0	0
"ACTA2-AS1"	0	0	0	0	0	0	0	0	0	0	0	7.18563	0	0	0	0	2.13711	0
"ACTB"	26411.8	25144.1	18923.7	23154.9	19372.8	22551.8	16501.8	14492.9	13559.6	21946.8	13935.2	34820.1	10234.6	7289.26	14375.4	11328.4	19242.5	21302.3
"ACTBL2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTC1"	0	0	0	0	0	0	0	0.840897	0	0	0	0	0	0	0.424805	1.39289	0	0
"ACTG1"	48475.7	57367.7	16721.7	27570.4	32046.8	10866.1	71110.8	45191.9	56251.2	35345.1	21129.5	59063	67201.1	51589.6	19662.7	86329.5	30693.2	53391
"ACTG1P17"	0	2.80485	0	4.22534	23.6743	0	1.94757	3.36359	3.69311	0	4.85228	0	0	0	2.33643	1.39289	1.06856	0
"ACTG1P20"	19.4468	51.1886	429.27	25.3521	97.5961	25.1074	32.135	131.18	21.42	225.192	127.238	50.2994	99.8011	160.324	128.716	35.5188	269.276	5.48275
"ACTG1P4"	0	0	3.97473	0	3.86519	129.124	0	3.78404	0	62.7487	0	0	0	0	9.55811	1.39289	0	0
"ACTG2"	0	0	0	0	0.483149	0	0	0	0	0	0	0	0	0	1.27442	0	0	0
"ACTL10"	0	0	540.563	0	48.3149	0	0	25.6474	0	0	0	0	0	0	14.231	0	0	0
"ACTL6A"	3.73977	430.545	1.98736	4.22534	188.911	178.442	0.973787	366.631	186.871	414.61	1.07828	1.43713	296.908	25.506	459.851	0.696447	89.7586	0
"ACTL6B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTL7A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTL7B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTL8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTL9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTN1"	3763.71	3018.02	1575.98	2859.71	1952.89	2774.37	7627.67	2132.52	1456.56	2950.36	2903.28	2092.46	1424.66	2652.63	3699.84	347.527	1879.59	3145.27
"ACTN1-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTN2"	0	0	0	0	0	0	446.968	23.5451	93.0663	0	1.61743	0	0	0	36.5332	0	0	0
"ACTN3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTN4"	7644.1	10696.3	20559.3	3564.5	4228.02	3158.15	14733.4	10111.4	7361.1	3576.06	3419.24	5731.26	8251.05	7077.93	4225.75	16231.4	6200.83	7462.81
"ACTR10"	364.254	650.025	113.28	267.887	553.689	589.128	119.776	511.686	262.949	415.197	570.412	34.491	366.769	3286.64	566.265	654.66	412.462	597.619
"ACTR1A"	1687.39	350.607	2915.46	1946.19	1100.61	509.322	944.573	1009.92	909.982	893.729	424.844	1682.87	1417.18	10.9312	1430.53	1683.31	879.421	107.827
"ACTR1B"	461.488	301.522	0	937.181	255.586	206.239	0	98.8054	519.251	439.241	141.794	0	0	7.28744	140.823	167.844	164.558	537.309
"ACTR2"	9160.95	9860.46	3324.86	9283.08	11486.4	12647	8789.4	9478.17	10364.3	8942.57	9454.4	11068.7	12929.2	11621.6	12852.3	12301.3	7211.68	4128.51
"ACTR3"	7588	6766.71	2068.84	6809.57	7702.36	7658.66	5330.51	7883.41	5766.42	9198.84	11770	6122.16	5593.85	3977.12	9785.81	6195.59	5263.7	3814.16
"ACTR3B"	0	0	0	0	105.81	0	0	21.8633	36.9311	112.596	15.6351	0	0	0	36.1084	0	22.4397	0
"ACTR3BP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTR3BP5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTR3C"	0	0	0	281.408	83.1017	0	0	0	143.293	222.846	10.7828	0	0	0	15.0806	52.93	9.617	0
"ACTR5"	6.73159	99.5723	0	114.929	0.483149	0	0	4.62494	5.90897	0	0	0	0	0	39.0821	0	2.13711	0
"ACTR6"	48.6171	226.492	0	70.1407	218.383	34.0744	0	91.6578	8.12484	0	99.2022	0	0	1.82186	82.6246	364.242	36.3309	0
"ACTR8"	56.8446	543.44	0	99.7181	405.845	380.198	3495.89	245.542	71.6463	301.428	449.105	142.275	182.137	1379.15	370.005	381.653	201.957	1617.41
"ACTRT1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTRT2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTRT3"	0	0	0	0	75.8544	0	8.76408	52.5561	0	0	0	0	326.849	0	9.55811	0	0	0
"ACVR1"	74.0475	592.525	0	469.013	356.081	0	0	379.665	500.786	687.303	254.475	126.467	666.172	0	612.994	31.3401	310.95	34.7241
"ACVR1B"	976.081	897.553	1732.98	326.197	1358.62	1866.02	3459.86	989.736	1096.11	1907.68	1236.25	317.605	1125.26	2191.7	1130.19	1446.52	1166.86	2370.37
"ACVR1C"	0	0	0	0	9.17983	0	0.973787	8.40897	0	0	0	0	0	0	16.1426	0	0	0
"ACVR2A"	0.747955	604.446	0	226.478	734.387	31.3843	495.657	302.303	149.202	75.0638	604.918	0	706.093	340.688	259.131	363.545	69.4561	0
"ACVR2B"	335.084	37.8655	363.687	16.0563	234.327	8.07024	1729.45	55.9197	565.784	54.5386	15.096	1327.9	77.3458	701.416	143.797	144.861	51.2906	7.31033
"ACVR2B-AS1"	1.49591	26.6461	1.98736	0.845069	4.34834	0	0	0	0	0	0.539142	0	0	0	0.212403	0	29.9195	0
"ACVRL1"	5.23568	2.80485	19.8736	508.731	212.586	262.731	0	144.634	161.02	293.805	13.4786	763.114	94.811	0	163.55	0.696447	143.186	1.82758
"ACY1"	227.378	64.5116	0	354.084	14.9776	65.4586	0	83.6693	163.235	142.504	0	0	286.928	2512.35	65.8448	113.521	182.723	0
"ACY3"	0	0	0	2.53521	0	0	0	0	5.90897	0	0	0	474.055	0	0	0	7.47989	0
"ACYP1"	0	0	0	0	30.4384	2.69008	0	0	0	124.911	25.3397	0	0	0	42.2681	0	99.3756	0
"ACYP2"	0	0	0	5.91548	0	0	0	0	0	0.586436	36.1225	0	0	0	22.7271	0.696447	0	0
"ADA"	33.658	0	0	332.957	17.3934	313.843	0	61.3855	32.4994	154.819	257.171	30.1797	0	165.789	64.5704	10.4467	130.364	0
"ADAD1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAD2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31033
"ADAL"	8.2275	0	0	360.844	63.7757	249.281	0	78.2035	32.4994	0	0	0	0	1005.67	39.2945	96.8061	128.227	0
"ADAM10"	3827.29	4672.89	4443.74	3308.44	7515.87	6341.42	3024.58	3726.44	4103.78	3970.76	3095.22	2683.11	1811.39	3075.3	5574.08	5097.3	4006.01	5851.92
"ADAM11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM12"	0	414.417	0	0	0	227.76	0	0	137.384	0.586436	0	0	1255	0	64.358	1.39289	30.9881	0
"ADAM15"	260.288	0.701213	0	598.309	333.856	34.971	0	140.85	43.5787	154.819	126.698	0	314.373	3.64372	239.378	153.915	226.534	0
"ADAM17"	2329.13	1899.59	955.922	1958.02	1924.87	2412.11	709.89	2511.34	1372.36	962.342	2863.38	1151.14	2043.43	1692.51	2352.57	1777.33	1738.54	1920.79
"ADAM18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM19"	260.288	364.631	0	998.026	348.351	243.901	0.973787	988.054	72.3849	2632.51	644.814	334.85	0	0	273.787	150.433	680.67	3.65516
"ADAM1A"	0	166.889	0	104.789	107.742	2.69008	0	39.9426	14.7724	192.351	0	1097.96	7.48508	0	52.6758	0	11.7541	0
"ADAM2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM20"	0	0	0	0	0	0	0	38.6813	0	0	23.1831	0	0	0	0	0	0	0
"ADAM20P1"	0	32.957	0	0	0	0	0	48.772	3.69311	0	143.412	0	0	0	0	19.5005	24.5768	0
"ADAM21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM21P1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM22"	0	0	0	2.53521	0	108.5	0	0	0	52.1928	0	0	244.513	0	0.424805	6.96447	34.1938	0
"ADAM23"	0	0	0	0	0	0	0	0	0	0	0.539142	0	0	0	0	0	0	0
"ADAM28"	939.431	587.617	439.207	671.83	1318.51	1274.2	1.94757	684.49	1735.02	674.988	688.485	827.785	421.66	306.073	1166.09	41.0904	1116.64	3.65516
"ADAM29"	0	0	0	0	0	0	0	0.840897	0	0	0	0	0	0	0	0	0	0
"ADAM30"	0	0	0	1.69014	0	0	0	0.420449	0	0	0	0	0	0	0	0	0	0
"ADAM32"	0	18.2315	0	312.675	0	0	0	0	0	0	0	0	0	0	25.4883	0.696447	3.20567	0
"ADAM33"	0	0	0	49.8591	0	0	0	0.840897	0	0	2.69571	0	0	0	1.06201	0.696447	7.47989	0
"ADAM3A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM8"	753.191	487.343	53.6588	2120.28	1161.97	717.355	49.6631	1212.15	158.065	784.652	2101.04	1868.26	651.202	0	1046.29	672.071	1118.78	20.1034
"ADAM9"	4293.26	4763.34	492.866	2776.9	5003.01	992.64	2370.2	4608.12	4826.15	1693.63	2532.35	970.06	2639.74	2198.99	7238.89	7477.75	2962.04	1706.96
"ADAMDEC1"	59.8364	306.43	0	899.998	1298.7	757.706	0	640.343	2787.56	3480.5	679.858	487.186	4.99005	752.428	1681.38	11.8396	173.106	1.82758
"ADAMTS1"	0	194.937	0	15.2112	19.8091	0	0	191.725	0	0	0	630.898	194.612	0	0.212403	334.295	104.718	374.654
"ADAMTS10"	0	2.10364	0	1.69014	0	0	0	0	0	3.51862	0	0	0	0	1.48682	0	8.54844	0
"ADAMTS12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS13"	0	0	1.98736	0	0	0	0	0	0	205.253	0	0	0	0	0	0	0	0
"ADAMTS14"	0	0	0	0.845069	0	0	0	0	0	0	0	206.946	179.642	0	0	0	0	0
"ADAMTS15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0449	0	71.5932	0
"ADAMTS16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.3592	0
"ADAMTS17"	0.747955	1.40243	0	219.718	1.9326	0	9.73787	124.032	5.17035	0.586436	5.39142	0	251.998	0	24.2139	9.75026	47.0164	0
"ADAMTS18"	0	0	0	0.845069	0	0	0	0	0	0	0	0	0	0	0.424805	0	0	0
"ADAMTS19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20567	0
"ADAMTS19-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS2"	198.208	0	0	256.056	114.506	1.79339	1.94757	52.1356	0	0	168.752	17.2455	2.49503	1238.86	66.9068	0	2.13711	3.65516
"ADAMTS20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS3"	0	0	0	0	0	0	0	74.4194	0	0	0	0	0	0	3.18604	0	64.1133	0
"ADAMTS4"	25.4305	64.5116	13.9115	91.2674	94.2141	232.244	13.633	206.44	217.155	63.3351	161.743	21.5569	104.791	193.117	94.0943	237.488	65.1819	47.5171
"ADAMTS5"	19.4468	1.40243	0	0	0.483149	0	0.973787	27.7496	0	0	1.61743	0	0	0	1.48682	0	3.20567	1.82758
"ADAMTS6"	0	0	0	0	0	98.6363	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS7"	0	0	0	42.2534	0.483149	30.4876	0	28.1701	0	0	0	0	0	0	11.4697	0	7.47989	0
"ADAMTS7P1"	0	0	0	0	0	2.69008	0	18.4997	0	0	0	0	0	0	0	0.696447	5.34278	0
"ADAMTS8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS9"	708.313	2976.65	582.297	319.436	132.866	0	8959.81	219.895	311.698	0.586436	245.849	2.87425	1085.34	122.065	462.613	205.452	1234.18	1524.2
"ADAMTS9-AS1"	0	257.345	0	0	0	0	0	0	118.179	184.727	0	0	0	2618.01	0	37.6081	1.06856	0
"ADAMTS9-AS2"	0	0	0	34.6478	0	0	0	0	0	0	0	0	0	0	0	0	30.9881	0
"ADAMTSL1"	179.509	0	0	0	0	0	0	25.6474	0	0	0	0	0	0	0	0	0	0
"ADAMTSL2"	11.9673	2.10364	9.93681	16.0563	8.69669	12.5537	0.973787	7.98852	16.2497	4.10505	4.31314	4.31138	0	0	3.61084	10.4467	2.13711	0
"ADAMTSL3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTSL4"	729.256	1675.9	5.96209	823.097	1311.75	1073.34	91.5359	848.045	411.412	1334.73	1716.63	1310.66	1674.16	1858.3	491.499	2420.15	965.974	2573.24
"ADAMTSL4-AS1"	186.989	11.2194	0	132.676	124.652	37.6611	1288.32	234.61	87.896	2.34575	158.508	536.048	32.4354	10.9312	27.8247	34.8224	199.82	0
"ADAMTSL5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0806	71.0376	0	0
"ADAP1"	0	248.23	788.983	16.0563	125.136	103.12	0	114.362	345.675	208.185	244.231	0	84.8309	934.614	111.299	164.362	91.8957	1.82758
"ADAP2"	718.785	8.41456	0	329.577	811.691	1418.57	0.973787	376.722	297.665	413.438	383.869	1.43713	2.49503	0	1027.6	0.696447	314.155	1.82758
"ADAR"	7997.13	4766.85	2678.97	8424.49	4500.05	13617.2	4906.91	6503.92	6468.11	4877.39	7242.84	4493.89	5374.29	5875.5	5792.43	5148.14	5334.23	8821.74
"ADARB1"	0	354.113	0	376.901	25.6069	120.157	590.115	147.998	0	182.968	270.11	0	144.712	7.28744	243.201	392.1	279.961	0
"ADARB2"	328.352	103.078	1.98736	0.845069	18.3597	286.045	0.973787	2.52269	151.417	83.274	73.3233	0	314.373	0	0.424805	453.387	2.13711	1.82758
"ADARB2-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	4.99005	0	0	0	0	0
"ADAT1"	370.986	49.7861	11.9242	95.4928	45.416	5.38016	9.73787	225.36	28.8062	256.859	89.4976	229.94	7.48508	1.82186	111.087	98.8955	213.711	5.48275
"ADAT2"	79.2832	18.9328	258.357	27.0422	184.563	280.665	7.79029	215.69	31.0221	349.516	36.1225	7.18563	29.9403	5.46558	56.4991	36.9117	166.695	18.2758
"ADAT3"	536.284	0	0	38.8732	29.4721	26.0041	0	12.6135	0	2.34575	60.3839	0	0	0	1.06854	1.12438e-10	0	0
"ADCK1"	0	0	0	0	140.596	0	0	0.840897	16.9883	0	0	0	0	0	27.8247	0	0	0
"ADCK2"	462.236	471.917	0	142.817	143.495	281.562	0	55.4992	150.679	544.213	134.246	0	0	0	204.756	3.48224	122.884	0
"ADCK3"	169.786	568.684	0	146.197	270.08	321.016	0	109.317	183.178	183.555	171.447	1080.72	0	1.82186	274.212	81.4843	239.356	0
"ADCK4"	0	222.285	0	0.845069	77.787	243.004	0	46.2494	0	146.609	0	426.826	0	0	31.4356	0	51.2906	0
"ADCK5"	0	0	0	0	70.0566	0	993.262	59.2833	125.566	28.7354	0	0	326.849	0	64.7828	0	0	0
"ADCY1"	0	4.20728	0	1.69014	11.5956	7.17355	4.86893	2.10224	1.47724	0	8.62627	28.7425	214.572	7.28744	42.4805	10.4467	1.06856	25.5862
"ADCY10"	0	0	0	0	0	0	0	0	0	0	14.5568	0	0	0	11.8945	0	0	0
"ADCY10P1"	186.989	310.638	1554.12	164.788	20.7754	15.2438	671.913	51.7152	209.03	5.27793	98.663	389.461	62.3757	34.6153	29.3116	100.985	118.61	74.9309
"ADCY2"	0	1.40243	0	0.845069	0	128.227	0	0	0.738622	0	0	0	0	0	0.212403	0.696447	13.8912	0
"ADCY3"	490.658	275.577	0	138.591	547.408	404.409	0.973787	491.504	714.986	1215.68	565.021	1.43713	0	0	1199.86	75.9127	574.883	0
"ADCY4"	0	0	0	127.605	58.4611	0	0	58.4424	119.657	0	8.62627	0	27.4453	0	54.375	1.39289	110.061	0
"ADCY5"	0	222.285	0	0.845069	0	0	0	0	14.7724	0	0	0	0	0	8.0713	0	17.0969	0
"ADCY6"	86.7628	747.493	3497.76	22.8169	81.6522	0	3599.12	227.042	681.748	47.5013	146.108	15.8084	474.055	0	74.1285	749.377	757.606	480.654
"ADCY7"	1349.31	420.728	526.651	1309.01	2307.52	2348.44	1151.02	1337.45	2279.39	2084.19	771.512	1554.97	94.811	173.077	2924.78	368.42	1031.16	1228.14
"ADCY8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.772	0	0	0
"ADCY9"	369.49	891.242	459.081	289.014	444.014	99.533	0.973787	290.95	232.666	521.342	575.265	0	172.157	0	496.385	457.566	156.009	0
"ADCYAP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	597.57	0	0.696447	0	0
"ADCYAP1R1"	0	0.701213	1.98736	0	2.41575	10.7603	1.94757	0.840897	0	0	5.39142	0	0	0	0.424805	0.696447	0	1.82758
"ADD1"	1783.12	3145.64	6361.55	1402.81	2065.95	2777.06	6158.23	2306.16	1745.36	1382.82	1296.1	1074.97	2070.87	9577.52	2006.57	2523.23	2343.34	2436.17
"ADD2"	0	42.774	0	0	0	0	0	6.72718	1.47724	0	0	0	0	0	10.6201	0	83.3473	0
"ADD3"	833.222	1037.8	17.8863	76.0562	686.072	509.322	0.973787	586.105	1041.46	684.958	292.215	2182.99	543.916	3636.43	777.818	1150.53	562.06	1242.76
"ADD3-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADGB"	0	0	0	0	0	0.896693	0	0	0.738622	0	0	0	0	0	5.31006	0	0	0
"ADGRA1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADGRA1-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADGRA2"	0	0	0	16.9014	30.9215	0	0	37.4199	0	0	4.85228	0	0	1.82186	32.71	0	25.6453	0
"ADGRA3"	0	32.2558	0	2.53521	0.483149	0	1481.13	112.26	97.4981	0	0	0	0	0	23.5767	0	238.288	0
"ADGRB1"	0	249.632	0	126.76	43.4834	16.1405	0	33.2154	75.3394	14.6609	136.403	1.43713	371.759	0	152.93	143.468	3.20567	0
"ADGRB2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADGRB3"	0	0	0	0	29.9552	0	0	1.68179	70.1691	0	0	0	0	0	0	0	0	0
"ADGRD1"	0	0	0	127.605	231.912	0	0.973787	55.0788	0	0	0	0	0	0	4.67286	0	0	0
"ADGRE1"	890.066	0	0	381.971	97.5961	88.7727	0	251.849	189.826	0.586436	414.6	1.43713	0	3.64372	244.263	0	627.242	0
"ADGRE2"	6306.01	2925.46	3320.88	4463.65	5998.78	5275.25	31.1612	3133.17	5428.87	2789.09	7470.89	3881.68	815.874	5035.62	4792.86	1397.07	2685.28	7871.4
"ADGRE3"	1077.8	568.684	47.6967	183.38	467.688	491.388	0	335.518	799.189	448.624	1024.37	544.671	379.244	668.623	247.024	74.5198	430.628	0
"ADGRE4P"	5.98364	9.81699	13.9115	22.8169	71.0229	3.58677	7.79029	7.98852	17.7269	4.10505	15.6351	8.62276	12.4751	14.5749	81.5626	2.08934	23.5082	765.757
"ADGRE5"	1974.6	760.115	1415	2350.14	3733.78	3767.91	0.973787	2452.06	1336.17	2050.18	3409	2571.02	486.53	276.923	3042.67	1157.5	1131.6	9519.88
"ADGRF1"	1418.12	5972.23	3.97473	862.815	1599.22	0	6510.74	2603.42	8945.45	970.552	2712.96	10183.5	9396.27	11532.4	358.323	16089.3	2937.46	7.31033
"ADGRF2"	236.354	7.71335	1063.24	0.845069	4.83149	81.5991	80.8243	10.5112	16.2497	4.69149	22.1048	129.341	366.769	160.324	8.7085	33.4295	53.4278	149.862
"ADGRF3"	0	0	0	0	0	17.9339	0	0	0	0	0	0	0	0	17.2046	57.8051	28.851	0
"ADGRF4"	19.4468	0	0	0	0	0	0	4.20449	0	181.209	0	0	0	0	13.8062	0	19.234	0
"ADGRF5"	0	53.9934	0	0	0	0	0	0	0	0	0	0	0	0	0.212403	0	0	0
"ADGRG1"	0.747955	1954.28	0	7.60562	225.631	0	1087.72	401.528	45.0559	207.012	303.537	865.15	0	56.4777	14.231	127.45	570.608	0
"ADGRG2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12403	0	16.0283	0
"ADGRG3"	1123.43	891.242	8229.67	2132.95	449.329	2165.51	302.848	1005.71	1491.28	0.586436	4839.34	918.324	775.953	1803.64	919.066	1494.58	1846.46	405.723
"ADGRG4"	0	0	0	4.22534	0	0	0	0	19.9428	0	0	0	0	0	0	0	0	0
"ADGRG5"	0	0	0	172.394	1.44945	0	0	15.5566	151.417	14.0745	0	0	0	0	38.0201	0	6.41133	0
"ADGRG6"	528.056	945.937	0	0	222.249	0	1405.17	440.63	583.511	398.19	162.282	0	184.632	0	104.29	1250.82	532.14	0
"ADGRG7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
